NPC,r_CR,r_NR,SSE_CR,SSE_NR,SSE_l_CR,SSE_l_NR,SSE_a_CR,SSE_a_NR,Cx_CR,Cy_CR,Cz_CR,Cx_NR,Cy_NR,Cz_NR,Tx_CR,Ty_CR,Tz_CR,Tx_NR,Ty_NR,Tz_NR,el_minor_CR,el_minor_NR,el_major_CR,el_major_NR,el_q_CR,el_q_NR,el_rot_CR,el_rot_NR,el_ssum_CR,el_ssum_NR,el_ssumXY_CR,el_ssumXY_NR,el_ssumZ_CR,el_ssumZ_NR,el_Cx_CR,el_Cy_CR,el_Cz_CR,el_Cx_NR,el_Cy_NR,el_Cz_NR,el_ Tx_CR,el_ Ty_CR,el_ Tz_CR,el_ Tx_NR,el_ Ty_NR,el_ Tz_NR
20,27.625157160052588,29.17241218586477,200.3013977158049,99.46996567234451,7.15795144040389,5.991576985155762,193.14344627540103,93.47838868718875,3.690423564172129,2.006750071517555,34.10229839041576,1.6693161916953718,0.5622760254504402,2.268677892571536,-0.03391815005276614,0.012641091142257838,-0.9993446662246869,-0.0541450468269218,-0.10798376180395691,-0.9926770980992645,21.2,22.5,38.5,39.1,0.55,0.58,1.086,1.442,337.6,169.4,144.5,75.9,193.1,93.5,3.9223059945595002,1.8050081347634046,34.09187629918917,1.5392500920285608,0.7115217768242025,2.2595372741096855,-0.03391815005276614,0.012641091142257838,-0.9993446662246869,-0.0541450468269218,-0.10798376180395691,-0.9926770980992645
21,34.93941081698115,34.03120835882302,205.45817032211792,106.90746351963686,4.739299555523582,5.643893404697112,200.71887076659434,101.26357011493975,-3.4779391204601224,-0.7341577462459774,32.20240383412551,7.860805315792438,-6.49937673529716,1.8322666158140388,-0.16234995300321076,-0.04361325924629167,0.9857689264618615,-0.14302456446432033,0.19278909478434048,-0.9707607011473148,34.4,30.9,38.1,40.1,0.9,0.77,-1.41,-0.533,529.2,360.6,328.5,259.4,200.7,101.3,-3.210388199135278,-0.8913413809363477,32.23951353388581,7.482569986474672,-6.314905345985513,1.924628219753842,-0.16234995300321076,-0.04361325924629167,0.9857689264618615,-0.14302456446432033,0.19278909478434048,-0.9707607011473148
22,38.77631566084871,41.73937209035753,138.51951776208688,218.40369925009227,4.373952689186956,2.0722801907841135,134.14556507289993,216.33141905930816,8.217398651550297,-8.342129386823414,31.353617174543558,11.105810061998152,1.8129127009793682,3.2050633377991913,0.0823254638584081,-0.03673382331205621,0.9959282826716872,-0.05671964307173042,-0.21803020186092426,0.9742924166626261,35.4,39.8,43.7,44.0,0.81,0.9,-0.517,1.39,276.4,250.9,142.3,34.5,134.1,216.3,8.4118966252068,-8.05857248900271,31.347998289113054,10.71698551593259,1.807577494983736,3.181233504872756,0.0823254638584081,-0.03673382331205621,0.9959282826716872,-0.05671964307173042,-0.21803020186092426,0.9742924166626261
23,36.294422337392106,38.01283323116767,379.85074650230837,261.73422680289934,2.6353949530175114,3.322019349776631,377.21535154929086,258.41220745312273,7.7788586529869885,9.018449536570461,32.2964817273385,-0.8563197831944153,6.006565790143386,2.2396171550633914,-0.0647559773668281,0.16867396859765094,-0.9835424524202224,0.1921589312729083,0.20636162835876437,0.9594216088212588,35.0,36.9,38.4,40.2,0.91,0.92,-0.918,-0.613,464.9,404.9,87.7,146.5,377.2,258.4,7.867072658477898,8.723711561244063,32.24012726292128,-0.7975653775917209,5.5391392226509275,2.328388059360972,-0.0647559773668281,0.16867396859765094,-0.9835424524202224,0.1921589312729083,0.20636162835876437,0.9594216088212588
24,36.42878282803268,35.39576089159684,113.80007146329712,101.8414592673658,4.038898914915139,5.250625445406017,109.76117254838198,96.59083382195979,-5.612601074554119,5.9721593552196195,27.24888796449297,-5.643453273205249,1.1155884243091507,1.4562507659233646,0.17249891709924767,-0.2863039712382085,-0.9424829757893868,-0.050519190994030246,0.18928374443235563,-0.9806219839647567,31.4,30.4,42.5,42.8,0.74,0.71,1.078,0.606,141.6,244.5,31.9,147.9,109.8,96.6,-5.636548465969716,6.006431520742806,27.234093897611192,-5.085015117242084,0.937914332550186,1.3931860353263863,0.17249891709924767,-0.2863039712382085,-0.9424829757893868,-0.050519190994030246,0.18928374443235563,-0.9806219839647567
25,41.4741332695871,40.887955063249336,270.1482228489708,195.75704861742827,2.338922766458883,4.2319310452371255,267.8093000825119,191.52511757219114,-6.889117940288485,-3.343249417263001,30.557411167921355,-2.469513676858242,5.133634843620245,-0.32308538754222527,0.06871841375828122,-0.17520074264970353,0.9821315998304598,0.19138579913336357,0.17139671849287808,-0.9664339815941678,41.2,38.1,42.4,45.4,0.97,0.84,-1.002,-1.281,354.2,398.2,86.4,206.6,267.8,191.5,-6.666238175045694,-3.123889463804661,30.580947812940405,-1.929379679740882,4.880965133910227,-0.260931925728439,0.06871841375828122,-0.17520074264970353,0.9821315998304598,0.19138579913336357,0.17139671849287808,-0.9664339815941678
26,34.07638332233084,34.69479613128711,137.0956128872147,145.6825380715828,3.9437798218597693,5.81221349344496,133.15183306535494,139.87032457813783,5.312187501985429,-0.44673677686936347,31.06478014321419,-3.311731037303676,-10.133494826017339,1.7219315441933598,0.036718046378444,-0.009121022932531364,0.9992840397058358,0.013223111419120907,0.17305713551447843,-0.984823018197646,31.1,29.1,38.8,43.0,0.8,0.68,0.281,-0.336,295.3,274.4,162.1,134.6,133.2,139.9,5.835788385181747,-0.34107186912803517,31.046505229635365,-3.3557669643862607,-10.078979012895045,1.730920020625531,0.036718046378444,-0.009121022932531364,0.9992840397058358,0.013223111419120907,0.17305713551447843,-0.984823018197646
27,52.028944274605834,53.51177514716444,149.8457535270722,192.01401896166135,3.823763703647139,3.437130736749309,146.02198982342506,188.57688822491204,4.038311155425046,-0.5688625135362128,32.88237853411578,9.776039170505182,-4.088184256812506,1.2415761329274282,0.16659680662362564,-0.3162811900966056,0.9339227552714865,-0.2349181277168115,0.09862692988913146,-0.9669985532412508,48.1,52.0,56.8,56.0,0.85,0.93,0.323,0.515,228.3,347.1,82.2,158.6,146.0,188.6,3.8882153621198445,-0.5856914129636341,32.90345395539904,9.653870723163314,-3.822220916773844,1.2983815236103544,0.16659680662362564,-0.3162811900966056,0.9339227552714865,-0.2349181277168115,0.09862692988913146,-0.9669985532412508
28,47.36820774039596,47.890203589346406,184.73824778573027,230.38939910116372,4.941721205718904,3.2936267932387935,179.79652658001137,227.09577230792493,-1.3147312121890378,-7.227902575616155,33.821393961690724,6.004930325634662,2.400416023607093,6.1136712739913746,-0.05384885815104904,0.08821700431808638,0.9946446906433326,-0.0778454081362814,-0.0058681489340624005,-0.9969481718024179,42.8,44.5,53.5,51.9,0.8,0.86,-1.21,1.398,332.6,280.0,152.8,52.9,179.8,227.1,-1.4730979465384562,-7.489837428962106,33.83605169868163,6.058084146727546,2.5307579771027866,6.108753619261557,-0.05384885815104904,0.08821700431808638,0.9946446906433326,-0.0778454081362814,-0.0058681489340624005,-0.9969481718024179
29,43.489202145983406,42.789898031505885,116.78760437127887,108.78229517310271,3.461232151457634,4.912612086929011,113.32637221982124,103.8696830861737,4.499262708592315,6.668524566034276,31.93954478682598,2.1391523739189386,-1.5617649531124012,2.0321020039319535,0.2876206019954025,0.06388051278791862,-0.9556116729057649,-0.04292530485139882,0.029688937123122983,-0.9986370638104285,41.0,38.5,47.0,48.9,0.87,0.79,-0.487,-0.535,231.5,268.8,118.2,164.9,113.3,103.9,4.502816250769541,6.52863091218288,31.931262754879356,2.1482102772083373,-1.794030656193211,2.0248075269106014,0.2876206019954025,0.06388051278791862,-0.9556116729057649,-0.04292530485139882,0.029688937123122983,-0.9986370638104285
30,40.029476295937314,38.339965671025595,129.59680155865874,128.7148204446729,2.3971624318160996,3.520567729660294,127.19963912684264,125.19425271501261,-4.960525856483014,1.700444507292754,30.925919724269605,7.554071740492355,4.604311907549366,0.5730759097551483,-0.021504058202438465,-0.1207312191704194,0.9924522901371382,0.07306619545587852,-0.24277818895247016,-0.9673262541927421,38.3,35.4,42.3,42.4,0.91,0.83,-1.206,1.465,185.8,236.2,58.6,111.0,127.2,125.2,-4.948055596652489,1.6049712773418001,30.914575664339665,7.643780824733444,4.951124546012456,0.4928094614373932,-0.021504058202438465,-0.1207312191704194,0.9924522901371382,0.07306619545587852,-0.24277818895247016,-0.9673262541927421
31,37.82887720856991,37.47100985160685,181.00752100763452,138.607672330821,2.795360046054898,3.669251331100532,178.21216096157963,134.93842099972048,3.5394426556820577,4.93083930707712,34.185091664716005,-0.8277338810561966,7.776156277319201,-0.448325525838143,-0.057058882530448815,0.25091282186809627,-0.9663265699268366,0.2618859690097787,-0.145984329966519,-0.9539938755778445,36.6,34.8,40.0,41.5,0.92,0.84,1.547,-0.289,289.9,259.4,111.7,124.5,178.2,134.9,3.4980124974993956,4.568262107184137,34.09339253049068,-1.0342336031421626,7.651842618389852,-0.4859898489895695,-0.057058882530448815,0.25091282186809627,-0.9663265699268366,0.2618859690097787,-0.145984329966519,-0.9539938755778445
32,40.9752216522144,42.85520474013914,173.4932942481455,198.4703140821576,6.8927820840235015,2.9623433549978553,166.600512164122,195.50797072715977,-2.336046427785859,-3.4454615139980813,31.043054774280208,0.5595606616452153,-3.4450480127986327,0.13532749413896905,0.03281538403034935,-0.02995968081011846,0.9990122962690183,-0.020932295589074185,0.13340697124545772,-0.9908402590854317,33.9,40.3,51.1,46.1,0.66,0.87,-0.004,0.896,305.7,272.2,139.1,76.7,166.6,195.5,-1.7067999023800424,-3.525241163965945,31.01999285670904,0.4810328158051305,-3.446291933217157,0.1368189761533921,0.03281538403034935,-0.02995968081011846,0.9990122962690183,-0.020932295589074185,0.13340697124545772,-0.9908402590854317
33,25.842135751936013,29.745257964269516,83.01878554589182,161.19882087808304,8.063710073340944,3.254833210274757,74.95507547255087,157.94398766780827,-0.43845932594248804,-2.8600034026255825,31.064737121203592,-1.499088684073341,2.8391120431267143,0.8496191259104553,-0.07294004302621696,0.019226281354392638,0.9971509916901327,0.00785985273736403,0.4190365943789942,0.9079353254974725,19.5,27.0,39.0,33.6,0.5,0.8,-1.551,-1.302,318.3,234.1,243.4,76.2,75.0,157.9,-0.7815397316808413,-4.03268760949718,31.062252098297844,-1.4695502380996608,3.1637370868909844,0.6995402196294431,-0.07294004302621696,0.019226281354392638,0.9971509916901327,0.00785985273736403,0.4190365943789942,0.9079353254974725
34,44.89380130391271,43.930443045304244,120.75795693087997,174.21706501979912,1.8009954461866726,5.157239537202774,118.9569614846933,169.05982548259635,6.530678838572335,-5.98177052762008,31.363519029606845,-4.608872352224025,-1.67737308098634,1.8043516146185177,-0.03133771813944341,-0.023472832518025344,-0.9992331927810414,0.29935785112261193,-0.07654515196902512,-0.9510655690757033,44.3,40.1,45.8,49.9,0.97,0.8,0.511,-1.313,168.8,381.0,49.8,212.0,119.0,169.1,6.535979233420459,-5.811492806249822,31.35935283222156,-4.499669107923814,-1.7074997061343022,1.841149178096297,-0.03133771813944341,-0.023472832518025344,-0.9992331927810414,0.29935785112261193,-0.07654515196902512,-0.9510655690757033
35,29.98312045608925,32.556097978167024,183.8190880655199,72.51136248363815,5.605730890654805,3.6173341398761685,178.2133571748651,68.89402834376199,5.118266329837297,4.485791161087013,31.835462447571267,-4.054276294727554,8.354505303839991,4.049884120822351,-0.21743449271095733,-0.00441677793183104,0.976064922764992,-0.006402310168321725,0.0847283329565334,-0.9963835205476431,26.6,29.1,36.7,37.2,0.72,0.78,1.518,0.706,441.0,150.2,262.8,81.3,178.2,68.9,4.995643487978963,4.765459468094546,31.80941171875746,-3.4241201821468383,7.620311849358104,3.9834022481427973,-0.21743449271095733,-0.00441677793183104,0.976064922764992,-0.006402310168321725,0.0847283329565334,-0.9963835205476431
36,43.476766848272746,44.5187413442456,124.68602222261205,205.78594894832216,2.980223250157701,4.100119878621804,121.70579897245435,201.68582906970036,0.0024352850109695366,-2.43795906036551,33.828625719128055,1.5037504037822214,1.925806704461463,2.24338185229928,0.14503305914726214,0.058469489532781194,0.9876976918815609,-0.09401837554938967,0.21831453015054658,-0.9713389269375545,41.1,40.3,46.6,49.7,0.88,0.81,1.544,-1.076,204.9,282.5,83.2,80.8,121.7,201.7,-0.028054429923226758,-2.420486164214046,33.83206845807414,1.7201762974760384,1.927222514789805,2.2227516495661495,0.14503305914726214,0.058469489532781194,0.9876976918815609,-0.09401837554938967,0.21831453015054658,-0.9713389269375545
