NPC,r_n107_30nm,r_n107_34nm,r_n107_4nm,r_n107_0nm,SSE_n107_30nm,SSE_n107_34nm,SSE_n107_4nm,SSE_n107_0nm,SSE_l_n107_30nm,SSE_l_n107_34nm,SSE_l_n107_4nm,SSE_l_n107_0nm,SSE_a_n107_30nm,SSE_a_n107_34nm,SSE_a_n107_4nm,SSE_a_n107_0nm,Cx_n107_30nm,Cy_n107_30nm,Cz_n107_30nm,Cx_n107_34nm,Cy_n107_34nm,Cz_n107_34nm,Cx_n107_4nm,Cy_n107_4nm,Cz_n107_4nm,Cx_n107_0nm,Cy_n107_0nm,Cz_n107_0nm,Tx_n107_30nm,Ty_n107_30nm,Tz_n107_30nm,Tx_n107_34nm,Ty_n107_34nm,Tz_n107_34nm,Tx_n107_4nm,Ty_n107_4nm,Tz_n107_4nm,Tx_n107_0nm,Ty_n107_0nm,Tz_n107_0nm,el_minor_n107_30nm,el_minor_n107_34nm,el_minor_n107_4nm,el_minor_n107_0nm,el_major_n107_30nm,el_major_n107_34nm,el_major_n107_4nm,el_major_n107_0nm,el_q_n107_30nm,el_q_n107_34nm,el_q_n107_4nm,el_q_n107_0nm,el_rot_n107_30nm,el_rot_n107_34nm,el_rot_n107_4nm,el_rot_n107_0nm,el_ssum_n107_30nm,el_ssum_n107_34nm,el_ssum_n107_4nm,el_ssum_n107_0nm,el_ssumXY_n107_30nm,el_ssumXY_n107_34nm,el_ssumXY_n107_4nm,el_ssumXY_n107_0nm,el_ssumZ_n107_30nm,el_ssumZ_n107_34nm,el_ssumZ_n107_4nm,el_ssumZ_n107_0nm,eCx_n107_30nm,eCy_n107_30nm,eCz_n107_30nm,eCx_n107_34nm,eCy_n107_34nm,eCz_n107_34nm,eCx_n107_4nm,eCy_n107_4nm,eCz_n107_4nm,eCx_n107_0nm,eCy_n107_0nm,eCz_n107_0nm,eTx_n107_30nm,eTy_n107_30nm,eTz_n107_30nm,eTx_n107_34nm,eTy_n107_34nm,eTz_n107_34nm,eTx_n107_4nm,eTy_n107_4nm,eTz_n107_4nm,eTx_n107_0nm,eTy_n107_0nm,eTz_n107_0nm
18,30.423669167527617,31.96688889707277,33.312680799581464,35.0896794790334,20.358610801425446,14.595347356385581,31.951762768461432,31.084553211179873,5.3020993693477925,4.743152535748312,3.751178052264144,2.749480231448822,15.056511432077654,9.85219482063727,28.200584716197287,28.335072979731052,-7.920405237039178,-3.022456102207545,32.31721464523137,-7.042608661656573,-2.7800009542669275,36.292650351391735,-6.312119483603147,-1.4695979527947745,4.992565805020593,-5.966114623289891,-2.4388078413955787,0.5871989356344034,-0.16890413579906777,-0.45137686569405877,-0.87620221297722,-0.16272606355240152,-0.4435520267319303,-0.8813522722627635,0.062395917634261895,0.23159152922510728,0.9708100293331103,-0.06724827629560799,-0.22755742702502713,-0.971439800883729,29.3,28.8,31.2,33.1,34.6,37.4,36.9,37.8,0.85,0.77,0.85,0.88,-0.038,-0.079,-0.45,-0.403,191.8,95.6,94.6,63.0,176.7,85.7,66.4,34.6,15.1,9.9,28.2,28.3,-8.370997551599835,-3.5231017903890356,32.66198299044785,-7.469024011252805,-2.9166717701903515,36.4401617526414,-6.115306691223062,-1.45687594956409,4.976881353371306,-5.98287122355901,-2.593743133184466,0.6246521353143273,-0.16890413579906777,-0.45137686569405877,-0.87620221297722,-0.16272606355240152,-0.4435520267319303,-0.8813522722627635,0.062395917634261895,0.23159152922510728,0.9708100293331103,-0.06724827629560799,-0.22755742702502713,-0.971439800883729
19,40.4228171818702,42.52365818048479,38.86322835131111,41.04477332904039,5.805938179025333,9.46479546434229,19.14384781467929,19.59891661939281,3.3284606387246716,3.6637920143502845,4.584422314068138,3.879210331621035,2.477477540300661,5.801003449992005,14.559425500611153,15.719706287771775,-4.539089001195774,-6.998173934478989,28.421104097012424,-5.051142064235167,-8.901658393936945,32.15539469043761,-1.683999096766372,-1.4770189522561878,2.6206489214687876,-0.04226507905529431,-1.9931030504267442,-0.9019058446133775,-0.027125323217612057,0.1879987250362255,-0.9817946303708804,0.04663471121620034,-0.19910535199109758,0.978867847320711,-0.05272406137749474,0.1374182675684364,0.9891088883891154,-0.03831339821230509,0.13981291062577283,0.9894364221817262,38.6,39.2,32.9,36.9,43.4,46.8,45.9,46.1,0.89,0.84,0.72,0.8,0.515,-0.502,-1.106,-1.063,65.9,46.5,16.4,41.8,63.4,40.7,1.8,26.1,2.5,5.8,14.6,15.7,-4.358004251668403,-6.966089174620751,28.422244775063707,-4.93450119698554,-8.70873864810863,32.18907833918472,-1.7045593944248363,-1.4624253515132382,2.617525453705398,0.09347810769321255,-1.8875856591455957,-0.9115597350645608,-0.027125323217612057,0.1879987250362255,-0.9817946303708804,0.04663471121620034,-0.19910535199109758,0.978867847320711,-0.05272406137749474,0.1374182675684364,0.9891088883891154,-0.03831339821230509,0.13981291062577283,0.9894364221817262
20,26.602768345301932,28.614313666107172,28.296155860520585,30.03101143659932,57.90961064198929,102.37975665670864,38.98187974327941,18.6634734892109,7.815839505511303,6.288069107413918,6.003408604989599,5.708943367161597,50.09377113647799,96.09168754929472,32.978471138289805,12.954530122049302,2.6931109724647877,2.229189228684647,32.4531639704632,4.687736155879457,1.7843109143504843,35.751432810368335,2.349877129117865,-0.2961176947597245,3.9338707169056035,0.20094656629362684,0.8362132768089576,0.7100330551116194,-0.04241414543594456,0.0015251691659570188,-0.9990989511184333,-0.03784748284643562,0.026079485814407943,-0.9989431557710604,-0.051152368133934915,-0.1388949770812817,-0.9889851467923472,-0.0652935704196366,-0.07440166868198773,-0.995088509309193,19.9,21.8,21.7,22.7,38.1,39.1,38.2,40.1,0.52,0.56,0.57,0.57,-1.403,0.574,-1.422,0.879,128.6,131.0,62.1,17.5,78.5,34.9,29.1,4.5,50.1,96.1,33.0,13.0,2.396633495833082,1.7765896820791824,32.4650592366188,5.062725840918194,1.9699439628319007,35.74207171593217,2.8352501351426405,0.29382745658478016,3.8259131835614957,0.36643610478739513,0.8984299879125419,0.6945224449327495,-0.04241414543594456,0.0015251691659570188,-0.9990989511184333,-0.03784748284643562,0.026079485814407943,-0.9989431557710604,-0.051152368133934915,-0.1388949770812817,-0.9889851467923472,-0.0652935704196366,-0.07440166868198773,-0.995088509309193
21,34.35997600895366,35.49683594772325,33.40884554299297,34.6542043408226,102.12469921288387,58.4622957837229,27.218879452456633,27.19650986859891,4.594749756320023,4.6517506722165365,5.763001528906853,5.452908253811644,97.52994945656384,53.810545111506364,21.45587792354978,21.743601614787266,-3.079537253056497,-2.22269211289493,30.428676778061526,-3.1404524684662674,-0.16463650101543026,34.057035490935846,8.186184395841485,-6.810876037564596,3.675405350782467,7.535426235743361,-6.187877433029816,-0.010872119154404176,-0.16282314242931673,-0.0461469284122894,0.985575509683329,-0.15841943802786915,-0.03567981715371804,0.9867270302889303,-0.1354317739308149,0.1970046328682198,-0.9710033003231301,-0.14977492773729803,0.18830204157295627,-0.970623414183247,33.1,35.3,28.6,32.6,37.9,38.3,41.0,39.5,0.87,0.92,0.7,0.82,-1.266,-1.533,-0.569,-0.491,233.6,214.6,105.9,178.0,136.0,160.8,84.5,156.3,97.5,53.8,21.5,21.7,-3.590510239222572,-1.9968758634060229,30.35483413456084,-2.9623652003309937,-0.03331480323052238,34.090376038111856,7.867013138486354,-6.3300159822118225,3.8174827136412643,7.103447020766322,-6.216110231762714,0.05030852124509323,-0.16282314242931673,-0.0461469284122894,0.985575509683329,-0.15841943802786915,-0.03567981715371804,0.9867270302889303,-0.1354317739308149,0.1970046328682198,-0.9710033003231301,-0.14977492773729803,0.18830204157295627,-0.970623414183247
22,37.90249811125989,39.63959467760814,40.71891611951431,42.760280193247084,41.35199594475883,37.15309530052235,93.1638112459419,64.32944737592456,3.2232968797483212,5.16582389730074,1.7386067168992112,1.84779301737167,38.128699065010515,31.987271403221616,91.42520452904269,62.48165435855289,8.118140326944864,-8.312297150259276,29.37104084943145,8.389171094930918,-7.594571080202877,33.35986951045317,10.740066121589273,1.4374453503655014,5.113446444980446,11.471554002407071,2.188380051593323,1.296680230617958,-0.09001530902565233,0.029168931498333106,-0.9955131428445643,-0.07584553523419746,0.04229428839065963,-0.9962221880457017,-0.049539143146999615,-0.21562646668196062,0.9752184884232429,-0.06458455739731979,-0.2201484482659577,0.9733259966074487,34.2,36.5,38.7,40.6,42.3,44.9,42.9,45.1,0.81,0.81,0.9,0.9,-0.09,-0.515,1.207,1.521,55.4,145.8,98.0,69.3,17.2,113.9,6.6,6.9,38.1,32.0,91.4,62.5,8.17368516747581,-8.34675303439578,29.365008857435736,8.635123108655229,-7.814587470155872,33.33180368426932,10.312578266649965,1.485887947527434,5.102441858722172,11.065206182800654,2.1558042811917533,1.2623491848017672,-0.09001530902565233,0.029168931498333106,-0.9955131428445643,-0.07584553523419746,0.04229428839065963,-0.9962221880457017,-0.049539143146999615,-0.21562646668196062,0.9752184884232429,-0.06458455739731979,-0.2201484482659577,0.9733259966074487
23,35.57028933850865,36.981787292319105,37.243656710086995,38.777304350533726,180.98567159300032,143.37627791825315,97.7968686104457,98.67088287494065,2.646887294249057,1.8915166741340754,4.106196617981211,1.8766640341749905,178.33878429875125,141.48476124411908,93.69067199246449,96.79421884076565,7.049971789986737,10.778856205445654,30.73247349280093,8.507743954375837,7.258044582386991,33.86049035875527,-1.1682642792211322,7.03353269134753,4.196073955073632,-0.6266771214649031,4.399227619842515,0.4278803421702084,0.06992427264088069,-0.16678194310656858,0.9835112503419781,-0.06370487094659463,0.17859476324432855,-0.9818582382194389,0.20400477500837844,0.20738939156172886,0.9567505903010651,-0.17846937218983142,-0.20980365983609306,-0.9613173812584213,33.1,36.3,35.2,37.7,38.6,38.1,40.8,40.2,0.86,0.95,0.86,0.94,1.487,-1.261,-0.802,-1.211,200.2,167.6,181.9,120.0,21.9,26.1,88.2,23.2,178.3,141.5,93.7,96.8,7.095724012874503,10.572739636238756,30.69426781613699,8.460012507113502,7.123696797036212,33.83915012407213,-0.7984826076842615,6.471893606347432,4.238969942625038,-0.7213183730123647,4.548824280602961,0.41280169856876914,0.06992427264088069,-0.16678194310656858,0.9835112503419781,-0.06370487094659463,0.17859476324432855,-0.9818582382194389,0.20400477500837844,0.20738939156172886,0.9567505903010651,-0.17846937218983142,-0.20980365983609306,-0.9613173812584213
24,35.85508908375965,36.985430481737225,34.69768570078686,36.08438546571308,16.774952898823248,35.465204212710134,27.316680873143245,23.110330399424246,2.8946843881117785,4.807997677626059,5.7754857693773625,4.492026312709634,13.88026851071147,30.657206535084075,21.541195103765883,18.618304086714613,-4.9887592482597745,6.158332680701426,25.18137618323131,-6.711507176710773,6.095736361125971,29.13409094909988,-5.757532864007905,-0.01537134668723588,3.1563769592699478,-5.529373472097667,2.246547814624989,-0.24387551389817272,0.1663563988393473,-0.27803288706440676,-0.9460566908361436,0.1806049771032858,-0.2895947682446488,-0.939955697068138,0.05025076170991121,-0.18888369674027672,0.9807129090887408,-0.04976689756850921,0.19501691703287183,-0.9795364505608759,32.0,30.8,28.7,31.4,40.2,44.5,43.6,42.5,0.8,0.69,0.66,0.74,1.081,1.111,-0.146,0.529,14.8,38.1,86.7,72.9,1.0,7.5,65.2,54.3,13.9,30.7,21.5,18.6,-4.735217911055964,6.084200895384684,25.24774567114593,-6.367722721479755,5.978816261257236,29.236168773820097,-5.059347681183226,-0.4394630152456917,3.03892328011667,-5.050659329730656,2.014800470665073,-0.314336159030751,0.1663563988393473,-0.27803288706440676,-0.9460566908361436,0.1806049771032858,-0.2895947682446488,-0.939955697068138,0.05025076170991121,-0.18888369674027672,0.9807129090887408,-0.04976689756850921,0.19501691703287183,-0.9795364505608759
25,40.6396210591347,42.29977757935643,39.99652967846444,41.76739029134258,82.34615201435491,123.12328148849127,76.0046803327789,56.77936200351235,2.3103705090418662,1.8354499687257417,4.398119506084634,3.763993345528052,80.03578150531305,121.28783151976553,71.60656082669426,53.0153686579843,-6.148465725970213,-2.7421623512779494,28.547078244340124,-7.629769699214303,-3.944336992896225,32.567743965255424,-3.37110770373379,4.436411225458926,1.4893415824084564,-1.1755067589868033,5.774855714513847,-2.065712511160703,-0.06426232534978531,0.16993695323012548,-0.983357404745345,-0.06866515122077983,0.1816436305700877,-0.9809641626895169,0.19640889937226633,0.17342114467785485,-0.9650640656588545,0.19068756620710897,0.1714325461726497,-0.9665656388506534,39.3,41.7,36.4,39.5,42.5,43.2,45.4,45.5,0.93,0.97,0.8,0.87,-1.157,0.95,-1.343,-1.215,115.8,146.3,162.6,139.2,35.8,25.0,91.0,86.2,80.0,121.3,71.6,53.0,-5.954463811758796,-2.446223415052745,28.585542333645005,-7.250336010713146,-3.7012266046922973,32.58620089021977,-3.179121445191424,4.115174598618961,1.4706885059499062,-0.7532945188280692,5.53319368986673,-2.0252787457449366,-0.06426232534978531,0.16993695323012548,-0.983357404745345,-0.06866515122077983,0.1816436305700877,-0.9809641626895169,0.19640889937226633,0.17342114467785485,-0.9650640656588545,0.19068756620710897,0.1714325461726497,-0.9665656388506534
26,33.48116173320084,34.6360340890206,33.92579758145086,35.45137892069246,28.406482626074926,44.84040664076733,37.31201015908701,48.310635183980274,2.740560503153042,4.477135774901885,5.369903046388587,6.141058604032308,25.665922122921884,40.363270865865445,31.942107112698423,42.169576579947964,5.761703325589587,-2.1037754882317024,29.00652612997531,4.862635908012922,0.9967730050001569,33.12108647314455,-3.424616713894183,-10.719357627552801,3.668312304836034,-4.042006122773466,-9.419020288940066,-0.21317006309870973,-0.029384454867869964,0.012871627440072697,-0.9994853050541376,-0.039465695380065204,-0.0070107830279322325,-0.9991963309627911,-0.010708734062155369,-0.18242541713036953,0.9831613754616261,0.013265625149153902,0.16701697394723522,-0.9858647745015089,30.5,31.2,28.1,29.8,37.2,40.5,41.9,44.1,0.82,0.77,0.67,0.68,-1.16,0.124,0.24,-0.3,45.5,148.7,69.3,122.2,19.9,108.4,37.3,80.1,25.7,40.4,31.9,42.2,6.098191420196752,-2.013851932152802,28.997791577627734,5.828126489144583,1.277565279358876,33.08098191147137,-3.251339865815568,-10.846287108558624,3.646647918535845,-3.408408788987264,-9.343723494223559,-0.19188833352520207,-0.029384454867869964,0.012871627440072697,-0.9994853050541376,-0.039465695380065204,-0.0070107830279322325,-0.9991963309627911,-0.010708734062155369,-0.18242541713036953,0.9831613754616261,0.013265625149153902,0.16701697394723522,-0.9858647745015089
27,50.948276280959504,53.09164154419978,52.194298930619894,54.82924868862202,55.60807230606842,45.25202984043538,74.51398934910858,62.34252565320539,3.669475947264314,3.4700108296412577,2.9846961879714455,3.249599648423265,51.938596358804105,41.782019010794116,71.52929316113713,59.09292600478213,5.010100602141156,0.05455324865671506,30.987838318453687,3.036827776713895,-1.2306975481526163,34.76908884820407,9.856854925346196,-4.740013712979605,3.117032141079653,8.939785125413755,-3.1585779872703057,-0.42056668153032917,-0.16734571390017275,0.31541755691266304,-0.934080926274854,0.16290156622438196,-0.3170849559907817,0.9343019910103838,-0.23325033649641516,0.10366453839297107,-0.9668753508100622,0.23660791221683072,-0.09591867129018739,0.966858988878067,47.1,49.0,51.4,52.6,55.5,57.7,53.8,57.8,0.85,0.85,0.96,0.91,0.615,0.304,0.545,-1.292,85.9,59.6,138.4,113.3,34.0,17.8,66.8,54.2,51.9,41.8,71.5,59.1,4.939610297551104,0.11834745427607146,31.022008872555027,3.057322799468991,-1.2722043836580357,34.751428750532305,10.140656502314622,-4.894553476900861,3.0319983189354938,9.176037283368794,-2.9367546696131033,-0.45637555579003675,-0.16734571390017275,0.31541755691266304,-0.934080926274854,0.16290156622438196,-0.3170849559907817,0.9343019910103838,-0.23325033649641516,0.10366453839297107,-0.9668753508100622,0.23660791221683072,-0.09591867129018739,0.966858988878067
28,46.235735417252386,48.47959441609723,46.75859523015581,49.01220792597588,85.70805310505096,61.576576027353795,91.94115060986633,76.90417661166437,4.9720433276673655,4.45910861576799,3.7525654732858844,2.041625184926762,80.7360097773836,57.11746741158581,88.18858513658044,74.86255142673761,-0.05142107857078493,-6.667873072134921,32.218274485644514,-2.5780342119124056,-7.787932062083495,35.42451382244836,6.375294179703836,1.5267076159171984,8.094225932432167,5.642778466187723,3.343758908767343,4.1327438654185285,-0.0519086392317687,0.08802908342937255,0.9947644814948365,0.05938914622720666,-0.08635633091466921,-0.9944925909333662,0.08095310297700323,0.006555433473706018,0.996696353665632,0.07606223197553108,0.0024469152876791522,0.9971000699390585,41.3,43.7,42.2,46.3,52.7,54.4,52.1,51.9,0.78,0.8,0.81,0.89,-1.214,-0.732,-1.245,-1.252,141.5,111.3,103.6,76.7,60.8,54.2,15.4,1.8,80.7,57.1,88.2,74.9,-0.029202037652363885,-6.9121236055883575,32.2410482287642,-2.652390345083707,-7.983531279313143,35.43705819289181,6.468821574095726,1.596316844251135,8.086171672551158,5.651272770172842,3.338250691467355,4.132109407957197,-0.0519086392317687,0.08802908342937255,0.9947644814948365,0.05938914622720666,-0.08635633091466921,-0.9944925909333662,0.08095310297700323,0.006555433473706018,0.996696353665632,0.07606223197553108,0.0024469152876791522,0.9971000699390585
29,42.586680277538335,44.380563476840706,41.81501143042347,43.76460507943162,45.14077260362181,10.61576057055,31.31416630180209,31.722608845940613,3.3219920747367238,3.2226620621731428,5.1225746735445545,4.477081305494312,41.818780528885085,7.393098508376857,26.191591628257534,27.2455275404463,4.991586557549127,5.674947497190107,29.943716077864202,4.135315319792859,7.38046831855915,33.9551857632858,2.018518062370992,-1.4692548855329362,3.814690589353745,2.25978668546678,-1.65427502069195,0.2495134185101647,0.2824903571370424,0.0689396450829246,-0.95678969656891,0.291663775120941,0.055122219709613396,-0.954931297621188,0.04435684811393966,-0.025930057947274487,0.9986791787757708,-0.04115470357100674,0.03267328484069221,-0.9986184190328663,39.2,42.3,37.0,39.6,46.8,47.3,48.5,49.4,0.84,0.89,0.76,0.8,-0.593,-0.38,-0.74,-0.727,76.5,59.1,99.4,97.0,34.7,51.7,73.2,69.7,41.8,7.4,26.2,27.2,4.9466868087872795,5.7836608880177485,29.938292646255054,4.1055730789809814,7.227125308946433,33.93725008420059,1.945823717393715,-1.6974620492595847,3.811994094806,2.266382681880648,-1.9145101101649324,0.2407270880021019,0.2824903571370424,0.0689396450829246,-0.95678969656891,0.291663775120941,0.055122219709613396,-0.954931297621188,0.04435684811393966,-0.025930057947274487,0.9986791787757708,-0.04115470357100674,0.03267328484069221,-0.9986184190328663
30,39.08403605625209,40.96853158359432,37.54987729298818,39.13302978272083,33.38051600731892,34.548886247522326,32.85781145009547,40.28214479041567,2.227202527949771,2.0846752183965713,3.4393168074343583,3.407330460251511,31.15331347936915,32.46421102912576,29.41849464266111,36.87481433016416,-4.461621395814371,1.4125186200858546,28.9003192643505,-5.459430317151564,1.9883703944996138,32.95152018418871,7.208057469861225,4.995843995571274,2.401353158008324,7.900086011123495,4.21277981952746,-1.2552013384980263,-0.017141575517100088,-0.12192595421299313,0.9923911668682076,-0.027583016942374763,-0.11717225620185134,0.9927284822915703,0.06256670777012573,-0.250917305999538,-0.9659844267009391,-0.08345055348767844,0.23509233277941322,0.9683840148365388,36.7,39.6,34.1,36.5,41.8,42.7,42.0,43.0,0.88,0.93,0.81,0.85,-1.184,-1.237,1.385,-0.865,43.9,58.1,62.7,101.4,12.7,25.6,33.3,64.5,31.2,32.5,29.4,36.9,-4.4223399567625865,1.3070242894521216,28.888036656867087,-5.383525745135318,1.8658341841840551,32.93916618472971,7.234588706822361,5.300933018607628,2.3238238091591303,8.015817662656799,4.575445607223304,-1.3332716850897792,-0.017141575517100088,-0.12192595421299313,0.9923911668682076,-0.027583016942374763,-0.11717225620185134,0.9927284822915703,0.06256670777012573,-0.250917305999538,-0.9659844267009391,-0.08345055348767844,0.23509233277941322,0.9683840148365388
31,37.07066699452391,38.56797930071574,36.63756280220013,38.29809066458445,62.65592677303214,70.30478282760461,29.357266232185484,29.556786494959795,2.246191257779768,2.8284955707570214,3.37365388955585,3.7030521875264233,60.40973551525237,67.47628725684758,25.983612342629634,25.85373430743337,2.27052616911738,5.7118168409798535,32.64277951510851,4.808359142246823,4.149861773174233,35.727403814323466,-1.4337281031385347,8.866773983329585,1.5771816810162884,-0.2217396589737746,6.68553857130887,-2.4738327326925607,-0.06103883467123405,0.24371426842697397,-0.9679243854904589,-0.05930735523809432,0.2589371475883372,-0.9640716732761512,0.2738113629074521,-0.15231250528142481,-0.949646375382784,-0.25030938339309006,0.14500965815093425,0.9572446978846736,35.4,37.6,33.6,35.8,39.2,40.5,40.8,42.0,0.9,0.93,0.82,0.85,-1.561,-1.527,-0.33,-0.758,87.4,127.9,74.7,86.3,27.0,60.4,48.7,60.5,60.4,67.5,26.0,25.9,2.2084234738892103,5.35678732534464,32.55730271158276,4.636327538874,3.793009471930105,35.64214088226185,-1.7257181904613939,8.80313197260292,1.503199689938722,-0.3764100662538851,6.66413500600491,-2.5110350600245366,-0.06103883467123405,0.24371426842697397,-0.9679243854904589,-0.05930735523809432,0.2589371475883372,-0.9640716732761512,0.2738113629074521,-0.15231250528142481,-0.949646375382784,-0.25030938339309006,0.14500965815093425,0.9572446978846736
32,39.863789839671604,42.07472481754749,41.57674373862429,44.12856168967674,53.37021902798302,68.79092274593508,68.05653910332818,77.78217554602313,7.350378572670559,6.216542604522384,2.326821569572634,2.8928780486878063,46.01984045531246,62.574380141412696,65.72971753375555,74.88929749733532,-2.6320331660928566,-4.043754912369993,29.140365518391484,-2.0400596894788623,-2.8471681156261686,32.945744030168925,1.3388864624646784,-3.8180671770447696,1.926509572901033,-0.1601014950673563,-3.2565777463356045,-1.6819627350510722,0.026886680508123657,-0.028720916907821414,0.9992258079849762,-0.039183795028313435,0.02750852984027352,-0.9988532980339031,-0.020502225472719324,0.12643198093485258,-0.991763385565103,-0.023742248028341476,0.13918675059478963,-0.9899814918054904,32.5,34.9,39.2,40.9,50.8,51.5,44.4,47.9,0.64,0.68,0.88,0.86,-0.016,-1.229,0.663,1.047,123.2,98.3,83.5,91.8,77.2,35.8,17.8,16.9,46.0,62.6,65.7,74.9,-1.898230202963814,-4.317761966971804,29.11274487503701,-1.532906665404226,-2.8917260220284113,32.924621906747255,1.342610271916317,-3.751346039562442,1.9349383365787314,-0.21648365806898728,-3.165299283269885,-1.667777225434977,0.026886680508123657,-0.028720916907821414,0.9992258079849762,-0.039183795028313435,0.02750852984027352,-0.9988532980339031,-0.020502225472719324,0.12643198093485258,-0.991763385565103,-0.023742248028341476,0.13918675059478963,-0.9899814918054904
33,25.207269634863643,26.415975468637228,29.142055698629445,30.318710809819223,16.038669171028317,34.71398427294489,39.40707962048893,53.46709419650111,7.915812285026418,8.157646444308304,3.06345694788998,3.0417264170901457,8.1228568860019,26.55633782863659,36.34362267259895,50.42536777941096,-1.4540622840311108,-3.5083567761420227,29.42275952478427,0.5771522670278125,-2.2116548413395285,32.70671543127412,-1.1122708213501662,2.770138397467524,3.1979025877320604,-1.8865950002986331,3.152974297406749,-1.6100587543521516,0.05601456376731575,-0.024277827163660337,-0.9981347382764357,0.07200592868019483,-0.018683878328392356,-0.9972291907708642,0.011805508032452013,0.4140523729841742,0.9101765006888884,0.00713854990053507,0.4141330525997611,0.9101883628401987,19.3,18.8,26.0,27.8,38.1,40.8,33.1,33.8,0.51,0.46,0.79,0.82,0.692,1.071,-1.222,-1.356,144.8,101.8,57.4,85.6,136.7,75.2,21.1,35.1,8.1,26.6,36.3,50.4,-2.3387531657660983,-4.677401185129506,29.401546240756275,0.5837832642739536,-3.5371339498585797,32.73202812943698,-1.089063678814163,2.6902032920625474,3.233965206295832,-1.8218453232502592,3.432293014497691,-1.737655784262942,0.05601456376731575,-0.024277827163660337,-0.9981347382764357,0.07200592868019483,-0.018683878328392356,-0.9972291907708642,0.011805508032452013,0.4140523729841742,0.9101765006888884,0.00713854990053507,0.4141330525997611,0.9101883628401987
34,43.9146122307113,45.86272032787055,42.835568004955924,45.012762428711405,29.019938557251226,28.81202122164848,65.77035577263793,58.8642770345983,1.409119544929891,1.258877873477112,4.998966617787355,5.0655117531547775,27.610819012321336,27.553143348171368,60.771389154850574,53.79876528144352,6.016717304465589,-6.907059327381004,29.404593452429957,7.044640372679081,-5.056481727859148,33.32244460678373,-5.208563436149814,-2.568877043010529,3.6236789552386774,-4.378919990970026,-1.4809168164520132,-0.07541494253392379,-0.03089331744777512,-0.02433399704477679,-0.9992264305576065,-0.033360020008724824,-0.02597221682523876,-0.9991058767809347,0.3017745447419279,-0.07349422756957324,-0.9505423308089724,0.29603282910574213,-0.07669134575908299,-0.9520940087918375,43.7,44.8,37.9,41.4,44.4,47.1,49.4,50.6,0.98,0.95,0.77,0.82,-0.087,0.675,-1.156,-1.424,43.1,35.1,113.5,166.0,15.5,7.5,52.8,112.2,27.6,27.6,60.8,53.8,5.948435438799014,-6.786074648347349,29.403758218848676,6.996060329714212,-4.981260594588786,33.32211128037104,-4.9065418237451075,-2.3896487972260507,3.7057060155556187,-4.0385770567564,-1.2659034486599596,0.013087890559385695,-0.03089331744777512,-0.02433399704477679,-0.9992264305576065,-0.033360020008724824,-0.02597221682523876,-0.9991058767809347,0.3017745447419279,-0.07349422756957324,-0.9505423308089724,0.29603282910574213,-0.07669134575908299,-0.9520940087918375
