NPC,r_n107_56nm,r_n107_60nm,r_n107_4nm,r_n107_0nm,SSE_n107_56nm,SSE_n107_60nm,SSE_n107_4nm,SSE_n107_0nm,SSE_l_n107_56nm,SSE_l_n107_60nm,SSE_l_n107_4nm,SSE_l_n107_0nm,SSE_a_n107_56nm,SSE_a_n107_60nm,SSE_a_n107_4nm,SSE_a_n107_0nm,Cx_n107_56nm,Cy_n107_56nm,Cz_n107_56nm,Cx_n107_60nm,Cy_n107_60nm,Cz_n107_60nm,Cx_n107_4nm,Cy_n107_4nm,Cz_n107_4nm,Cx_n107_0nm,Cy_n107_0nm,Cz_n107_0nm,Tx_n107_56nm,Ty_n107_56nm,Tz_n107_56nm,Tx_n107_60nm,Ty_n107_60nm,Tz_n107_60nm,Tx_n107_4nm,Ty_n107_4nm,Tz_n107_4nm,Tx_n107_0nm,Ty_n107_0nm,Tz_n107_0nm,el_minor_n107_56nm,el_minor_n107_60nm,el_minor_n107_4nm,el_minor_n107_0nm,el_major_n107_56nm,el_major_n107_60nm,el_major_n107_4nm,el_major_n107_0nm,el_q_n107_56nm,el_q_n107_60nm,el_q_n107_4nm,el_q_n107_0nm,el_rot_n107_56nm,el_rot_n107_60nm,el_rot_n107_4nm,el_rot_n107_0nm,el_ssum_n107_56nm,el_ssum_n107_60nm,el_ssum_n107_4nm,el_ssum_n107_0nm,el_ssumXY_n107_56nm,el_ssumXY_n107_60nm,el_ssumXY_n107_4nm,el_ssumXY_n107_0nm,el_ssumZ_n107_56nm,el_ssumZ_n107_60nm,el_ssumZ_n107_4nm,el_ssumZ_n107_0nm,eCx_n107_56nm,eCy_n107_56nm,eCz_n107_56nm,eCx_n107_60nm,eCy_n107_60nm,eCz_n107_60nm,eCx_n107_4nm,eCy_n107_4nm,eCz_n107_4nm,eCx_n107_0nm,eCy_n107_0nm,eCz_n107_0nm,eTx_n107_56nm,eTy_n107_56nm,eTz_n107_56nm,eTx_n107_60nm,eTy_n107_60nm,eTz_n107_60nm,eTx_n107_4nm,eTy_n107_4nm,eTz_n107_4nm,eTx_n107_0nm,eTy_n107_0nm,eTz_n107_0nm
28,56.59884518504639,59.308073595475506,57.35169358107234,60.028486109429494,85.07779849089816,62.47085580777686,53.652126222198795,46.02535190323149,4.999354676140274,4.578424253747211,3.0542291453996118,1.7282713518577029,80.07844381475789,57.89243155402965,50.597897076799185,44.29708055137379,-0.024109100370830052,-6.667454661639761,57.960834881476025,-2.2825757789625047,-7.489614943494523,61.22159046566364,4.627280056101858,2.6528196866756026,8.083616914516728,3.584846011291779,3.8132577052684447,3.969747999835323,-0.062123052708649484,0.09418603807039999,0.9936144707857064,0.06775452554813083,-0.09329389768357987,-0.9933305456507183,0.05362733933460322,0.016979925433971865,0.9984166417924671,0.05268553994836929,0.011552671438098239,0.998544325337134,51.4,54.4,54.0,58.5,63.0,65.3,61.2,61.7,0.82,0.83,0.88,0.95,-1.212,-0.69,-1.254,-1.217,140.5,116.1,76.8,57.7,60.4,58.2,26.2,13.4,80.1,57.9,50.6,44.3,-0.019075096468698597,-6.8824764799772,57.98153182326008,-2.368966191426231,-7.653821499221349,61.23112015166999,4.487192171342533,2.7520799578627044,8.08945326407805,3.524424767143042,3.791373997308565,3.973189150190943,-0.062123052708649484,0.09418603807039999,0.9936144707857064,0.06775452554813083,-0.09329389768357987,-0.9933305456507183,0.05362733933460322,0.016979925433971865,0.9984166417924671,0.05268553994836929,0.011552671438098239,0.998544325337134
29,56.447042232943275,58.91413500997123,55.22417730269389,57.988342238462074,45.1615138439628,9.877234483623777,25.066993105992555,19.361144338050345,3.3121832335357464,3.1517700843523198,6.961888229199574,6.165678854212167,41.84933061042705,6.7254643992714565,18.105104876792982,13.195465483838179,4.911628870957115,5.686279750196084,55.66140253451425,4.16105567874647,7.001147106580929,59.61848531189472,1.6134916759992413,-1.5898797557939277,4.920236311479309,1.9807033588120537,-1.4195199672496264,1.1445665538349268,0.28548024685645235,0.07851199563787192,-0.9551632819553618,0.2898443447613797,0.07006706519075456,-0.9545055590123093,0.027985350362288594,-0.023088897211880954,0.9993416447795215,0.02503862056807532,-0.0286611287496836,0.9992755411691222,53.0,56.9,48.0,51.1,60.5,61.6,64.8,66.7,0.88,0.92,0.74,0.77,-0.538,-0.324,-0.618,-0.496,76.8,59.8,114.5,84.1,34.9,53.1,96.4,70.9,41.8,6.7,18.1,13.2,4.871028994834939,5.776210716708352,55.6566600961346,4.138682148577182,6.903280746012819,59.60450734211566,1.288353150385183,-1.6969250725434353,4.926868234880846,1.7577233089729956,-1.6023015720258211,1.144911189263713,0.28548024685645235,0.07851199563787192,-0.9551632819553618,0.2898443447613797,0.07006706519075456,-0.9545055590123093,0.027985350362288594,-0.023088897211880954,0.9993416447795215,0.02503862056807532,-0.0286611287496836,0.9992755411691222
30,56.61201908302298,59.27942075806753,55.01974388445697,57.61516370464211,32.44406529984704,35.81196108266445,36.72463651358295,46.23350920007887,2.2583481709244566,2.0796012213596873,3.3300778831878537,3.3046681378788185,30.185717128922587,33.732359861304765,33.394558630395096,42.92884106220005,-4.266883883327021,1.4088110986032936,54.657307581263936,-5.174902097917003,1.8034234760108712,58.63701307894406,8.572309593316941,7.080165002474563,2.3165795916331278,8.790611543043914,5.796155045313258,-1.3300037403557643,-0.04491798545256491,-0.14529953473127055,0.988367552983079,-0.05030766097736363,-0.14302949663043896,0.9884390230766031,0.0942078072440613,-0.22421761987349176,-0.9699749213214393,-0.1018656533882081,0.2155002899143773,0.9711760981956943,54.1,57.7,52.0,55.1,59.4,61.2,58.7,60.9,0.91,0.94,0.88,0.91,-1.19,-1.226,-1.564,-0.733,42.4,56.1,73.9,104.4,12.2,22.4,40.5,61.4,30.2,33.7,33.4,42.9,-4.318885500702127,1.3623041071662843,54.64810730745601,-5.139506827427456,1.712196150677691,58.62561374636987,8.560416692630813,7.095236011887736,2.311940719167235,8.93193307310989,6.032929139012499,-1.3677199443546681,-0.04491798545256491,-0.14529953473127055,0.988367552983079,-0.05030766097736363,-0.14302949663043896,0.9884390230766031,0.0942078072440613,-0.22421761987349176,-0.9699749213214393,-0.1018656533882081,0.2155002899143773,0.9711760981956943
31,57.01705957567139,59.533308681972244,56.52254465312608,59.25423236364284,63.95408539381774,73.17411541076802,35.37314320616608,25.611792065575685,2.296414194567185,2.71537170130323,3.4944729456113244,3.7416381581142413,61.65767119925056,70.4587437094648,31.878670260554756,21.870153907461443,2.2669512862203614,5.437623898453653,58.32788246033791,4.304123825516092,4.080196251671517,61.53699009567497,-0.7912265244862285,7.823125344506628,1.4969473449225712,0.3558739090390197,6.1188581575317915,-2.4241526308499317,-0.09834114325103996,0.23256769755016493,-0.967595620907977,-0.0973123695782076,0.23971383191475615,-0.9659542336548965,0.27233682749272364,-0.13921662392996825,-0.9520774044229492,-0.2638230862363945,0.13602544459373545,0.954931650743539,55.1,58.3,53.3,56.5,59.3,61.3,60.5,62.9,0.93,0.95,0.88,0.9,-1.253,-1.252,-0.341,-0.678,87.7,123.2,83.7,85.8,26.0,52.7,51.9,64.0,61.7,70.5,31.9,21.9,2.1218561362789345,5.301345703674618,58.30987381841756,4.192064251889594,3.8525265051555753,61.49178008138719,-0.9860559175901218,7.8200770204303645,1.4416631409395906,0.22745382050112284,6.119038645586114,-2.4596575123084663,-0.09834114325103996,0.23256769755016493,-0.967595620907977,-0.0973123695782076,0.23971383191475615,-0.9659542336548965,0.27233682749272364,-0.13921662392996825,-0.9520774044229492,-0.2638230862363945,0.13602544459373545,0.954931650743539
32,53.45428326071023,56.186732898329424,55.3854114380785,58.49181952622007,53.31826628176055,64.97776681870872,63.6918706033969,71.26492249007694,7.034507699015749,5.960778672528185,2.2656800465436553,3.289339033433341,46.2837585827448,59.01698814618053,61.42619055685324,67.9755834566436,-2.6167018913916653,-3.9838526268302945,54.87784446754452,-2.0472335019494525,-3.16061794414222,58.65322608979785,2.8524595345429393,-2.6158387305631345,2.1914379658184138,1.1876115121155384,-2.09745630176965,-1.4276898220100336,0.04527674713144611,-0.016088541328712846,0.9988449203991124,-0.05349819894874417,0.015188495417288728,-0.9984524286695885,-0.057726696251058085,0.11468857743949346,-0.991722823547408,-0.05773464006232472,0.12351519840058384,-0.9906617521136758,45.5,48.8,53.5,54.7,63.7,65.1,57.7,62.8,0.71,0.75,0.93,0.87,-0.022,-0.556,-1.158,-1.214,102.1,82.9,86.2,85.9,55.8,23.8,24.8,18.0,46.3,59.0,61.4,68.0,-2.1314998216802072,-4.103809124729208,54.85391853469548,-1.7287046562398176,-3.2226198156947663,58.63521578286255,2.9219768109289923,-2.665012323553565,2.1817047501490676,1.191315232511134,-2.134299765722825,-1.4324992947828612,0.04527674713144611,-0.016088541328712846,0.9988449203991124,-0.05349819894874417,0.015188495417288728,-0.9984524286695885,-0.057726696251058085,0.11468857743949346,-0.991722823547408,-0.05773464006232472,0.12351519840058384,-0.9906617521136758
33,53.68127933990159,56.1403067926164,56.91483820797187,59.60816228625578,15.900642117663033,30.012321095971075,35.62232980958021,45.241554532064896,7.767433573595854,8.1267396731676,3.4561626834930657,3.3702333178992356,8.133208544067179,21.885581422803472,32.16616712608714,41.87132121416566,-0.8179307799227727,-4.026142151492977,55.19830989150078,-0.26780743425225956,-3.423252124104097,58.67074418706077,-0.9438325129812161,2.9289722641021547,3.1554261720891446,-1.3909323239747131,2.714163226874484,-1.2881065043637596,0.049994882633272335,-0.018824309592926025,-0.998572059031713,0.052027494753424795,-0.018104534594738042,-0.9984815299327225,0.0221833296372351,0.3644180958430915,0.9309711871525893,0.02260710989962499,0.36350238315325,0.9313189228314295,45.1,46.2,53.1,56.5,65.3,68.7,61.3,63.4,0.69,0.67,0.87,0.89,0.819,0.891,-1.23,-1.303,93.3,55.3,58.7,83.3,85.2,33.4,26.5,41.4,8.1,21.9,32.2,41.9,-1.0999302013895862,-4.7847475341727055,55.198491845924494,-0.509061245319685,-3.8437048118246504,58.66579694366048,-0.9203090871808269,3.01376643020128,3.1216739390546513,-1.350006394072046,2.8401644243649873,-1.3382793843702714,0.049994882633272335,-0.018824309592926025,-0.998572059031713,0.052027494753424795,-0.018104534594738042,-0.9984815299327225,0.0221833296372351,0.3644180958430915,0.9309711871525893,0.02260710989962499,0.36350238315325,0.9313189228314295
34,56.831111035580506,59.36988510468659,55.234374302296004,58.15132362663239,28.967215023545126,27.51915611607523,89.42890719928013,80.53389464110293,1.4328080630349078,1.2620021623618471,5.786807215252477,5.855311341754441,27.534406960510218,26.257153953713384,83.64209998402765,74.67858329934849,5.911635995854927,-6.816863177356152,55.14746534356745,6.864977116921009,-5.327319688310056,59.02965018355836,-6.729459108761129,1.748897953210964,3.661511977830388,-5.501739618707804,1.7115363339092078,-0.011743447703041789,-0.035540423867855955,-0.025250769231040082,-0.9990491864390532,-0.03734282007833623,-0.026027261010215685,-0.998963510581294,0.2892259761718881,-0.07191867345912761,-0.9545554143763988,0.28430959492124475,-0.07532128757099399,-0.9557691969687896,56.5,58.3,49.2,53.4,57.3,60.6,62.9,64.9,0.99,0.96,0.78,0.82,-0.077,0.543,-1.147,-1.39,43.4,33.8,148.5,204.9,15.9,7.6,64.9,130.2,27.5,26.3,83.6,74.7,5.8594495137578,-6.72235398097881,55.1469331373245,6.82539165664593,-5.266890619700268,59.02955551501488,-6.636142570205026,1.4913214609443775,3.7091929462785873,-5.162832596538452,1.98932859911212,0.06717816573230997,-0.035540423867855955,-0.025250769231040082,-0.9990491864390532,-0.03734282007833623,-0.026027261010215685,-0.998963510581294,0.2892259761718881,-0.07191867345912761,-0.9545554143763988,0.28430959492124475,-0.07532128757099399,-0.9557691969687896
35,56.27447056320639,58.932940333733704,58.45238675863452,61.64178471243331,78.13784498148551,57.46848931854791,17.73406023096884,12.799652000140604,5.789836562320949,5.5196007166113805,3.394663202593446,3.493520661604549,72.34800841916457,51.94888860193653,14.339397028375394,9.306131338536055,3.870452715834269,5.2110265504925355,55.34228202977433,4.300240922208083,4.065008969714841,59.28408537281141,-4.136398089481415,7.865055485675627,5.764351422204714,-3.250265245738656,7.16893137909109,2.0798906365319016,-0.22714463468744348,0.016216755138731553,0.9737260044722429,-0.23090704419776856,0.015347837517997398,0.9728547583392761,0.023985504134456753,-0.058207632774811446,0.9980163160380539,0.030153947329405448,-0.0596022628356383,0.9977666609610321,52.1,53.4,54.5,57.8,62.4,66.1,63.0,66.0,0.84,0.81,0.87,0.88,1.506,1.46,-0.507,-0.531,211.0,141.2,38.1,37.1,138.7,89.3,23.7,27.8,72.3,51.9,14.3,9.3,3.624140422582802,5.414201388543506,55.2814401171659,4.069689776522884,4.340086861025581,59.22502441445695,-3.8264862183503245,7.533527080257964,5.737567415055995,-3.044529007616526,6.843542924690885,2.0542356924728646,-0.22714463468744348,0.016216755138731553,0.9737260044722429,-0.23090704419776856,0.015347837517997398,0.9728547583392761,0.023985504134456753,-0.058207632774811446,0.9980163160380539,0.030153947329405448,-0.0596022628356383,0.9977666609610321
36,55.35919593528632,57.735100880545595,55.860264300896375,58.71207767417694,34.58874164777312,35.28282136681673,52.50369778750842,80.28193354964198,2.9396048682794462,2.58888978819224,4.471654417773654,3.352510511031914,31.64913677949367,32.693931578624486,48.032043369734765,76.92942303861007,-0.4095816842606114,-2.712062375049841,57.73279534190195,0.3763306773378838,-2.2913408912074873,61.43613635759027,1.9336607768602776,2.432569511643632,3.838711567435287,2.1158287918321896,4.450253606591896,0.03629212039635242,-0.13717159576191348,-0.060427200429434724,-0.9887024359049549,0.1360019690441504,0.0654202113014083,0.9885462358278407,-0.08953718365611985,0.20245710534975414,-0.9751893217403116,-0.07793551183796761,0.2059383307797833,-0.975456539221605,53.3,54.8,50.0,54.9,58.0,61.0,62.5,63.0,0.92,0.9,0.8,0.87,-0.882,1.453,-1.042,-1.163,80.3,47.6,51.3,103.3,48.6,14.9,3.3,26.4,31.6,32.7,48.0,76.9,-0.41200265838941863,-2.7753551355612984,57.736999532221255,0.3196660738892876,-2.274467514019238,61.442815496616646,1.9815903988192396,2.36161864453506,3.8195809328755574,2.1973280855517907,4.436774555569667,0.02693491987384972,-0.13717159576191348,-0.060427200429434724,-0.9887024359049549,0.1360019690441504,0.0654202113014083,0.9885462358278407,-0.08953718365611985,0.20245710534975414,-0.9751893217403116,-0.07793551183796761,0.2059383307797833,-0.975456539221605
37,55.75288077323751,58.49672466173213,53.84866915710202,56.396191026791854,36.03344398001538,21.82815268952722,36.02833547703178,30.165668948767973,2.712508862412909,2.8334926268456817,5.890013271662309,6.105279111018736,33.32093511760247,18.994660062681536,30.13832220536947,24.060389837749238,-1.3583574732777137,-0.9945507994582179,54.266574161172166,-1.5040486817992063,-0.7233978616436719,58.31233782318912,-7.112555272767244,-2.5388968853265217,6.111418271972686,-7.270842441586656,-3.373263555562074,2.447169281615125,-0.04943139076980592,0.08839325224694172,-0.9948583670873816,-0.04882140587321213,0.08414818135377955,-0.9952565266821487,-0.05371390600205151,-0.17716383313481232,-0.9827145020457279,-0.050637060355896144,-0.19491770664101954,-0.9795116006236572,54.1,56.7,46.7,49.4,58.0,60.8,62.5,64.9,0.93,0.93,0.75,0.76,0.575,0.477,1.336,1.431,77.8,63.3,59.0,65.1,44.4,44.3,28.8,41.0,33.3,19.0,30.1,24.1,-1.28212661481279,-0.9918428434149248,54.263027091128194,-1.4349535293082039,-0.7469145084101168,58.306960108602894,-7.5231451061723735,-2.7883253930552954,6.178827569486201,-7.680338428100431,-3.519789389210461,2.4974965594254295,-0.04943139076980592,0.08839325224694172,-0.9948583670873816,-0.04882140587321213,0.08414818135377955,-0.9952565266821487,-0.05371390600205151,-0.17716383313481232,-0.9827145020457279,-0.050637060355896144,-0.19491770664101954,-0.9795116006236572
38,54.658365121708435,57.35546329380909,56.177079615976254,58.58908122407526,57.60352837898173,34.26354383797147,10.401460323522256,5.916531587431388,3.390590798379884,3.291413393862934,3.8044463585058823,4.704977727745533,54.212937580601846,30.972130444108537,6.597013965016374,1.2115538596858555,-3.2177951302486933,-0.9937437844881015,55.89518985952656,-1.1319323894040139,-1.3698166243199248,59.39585198832006,2.9887257196303763,2.327833795553145,5.325167083952929,1.8565436341568442,2.090001364834264,1.5546158372805159,-0.13961550827207508,0.12287125178619973,-0.9825528816987016,-0.1376590716085824,0.12824508073446073,-0.9821421380183597,-0.03654424685728527,-0.09943689630900199,0.994372576891613,-0.04590377028687034,-0.0957826390604678,0.994343265642234,51.3,54.1,51.1,53.0,58.7,61.2,61.8,65.1,0.87,0.88,0.83,0.81,-0.927,-0.885,1.412,1.423,93.2,65.0,11.0,28.7,39.0,34.0,4.4,27.5,54.2,31.0,6.6,1.2,-3.35839228242906,-0.9245299287844112,55.923823367685316,-1.0786683724580721,-1.3949904846514514,59.3850992688666,2.914836746227232,2.350512590451298,5.32471945705963,2.0191194563978536,2.0492552862095437,1.5581961665081794,-0.13961550827207508,0.12287125178619973,-0.9825528816987016,-0.1376590716085824,0.12824508073446073,-0.9821421380183597,-0.03654424685728527,-0.09943689630900199,0.994372576891613,-0.04590377028687034,-0.0957826390604678,0.994343265642234
39,55.64814795822028,58.250335233299936,56.703624719835105,59.71840915959184,7.183867393357048,15.477134436915566,19.76572166566918,13.653255656925024,5.204768536824066,5.20899264952492,4.3119101919411476,4.274823596826135,1.9790988565329823,10.268141787390647,15.453811473728031,9.37843206009889,-3.274367812048368,-2.281412891227561,51.67871876556408,-5.1548136149657,-3.535813321324511,55.35327656167682,1.427654259875846,0.8999167972384821,4.528621010652634,1.711897385280449,0.8226633650298628,0.5391459061882815,-0.04958540198456686,0.16081857159014615,-0.9857376298700044,0.056534940185920333,-0.16180589637478637,0.9852018333501652,0.11007386291919183,0.12255076690205524,-0.9863392186432444,0.12342965013726435,0.12954274188467618,-0.9838616770115566,51.0,52.6,51.0,54.5,61.8,65.2,63.1,65.6,0.83,0.81,0.81,0.83,1.53,-0.879,-1.224,-1.175,83.3,67.1,17.8,27.9,81.3,56.8,2.3,18.5,2.0,10.3,15.5,9.4,-3.1459102369187573,-2.4196989767969477,51.6496962443719,-5.0177174787522585,-3.584188518454299,55.33746445753013,1.3982600925562663,0.9587960894359268,4.532656308848281,1.7220224073512824,0.8777510970033161,0.5476694049400128,-0.04958540198456686,0.16081857159014615,-0.9857376298700044,0.056534940185920333,-0.16180589637478637,0.9852018333501652,0.11007386291919183,0.12255076690205524,-0.9863392186432444,0.12342965013726435,0.12954274188467618,-0.9838616770115566
40,56.01277017077098,58.43398305185242,58.39257365857678,60.636319388585406,59.101925115854755,55.90195519527036,84.9084267965275,81.79714223951736,4.299159646545537,4.041005459602309,3.160550384660225,2.921901158775136,54.80276546930922,51.86094973566805,81.74787641186727,78.87524108074221,4.025806432140422,-8.968564042158423,55.8676276785522,3.269716130892246,-7.758891605312795,59.53341759170678,-1.9181570350667259,4.636931480742611,4.226118056697687,-3.828141415662832,4.477289670095587,0.1662480117488188,0.10513832493789596,-0.24612285564638792,-0.9635193161310887,-0.11106237622137977,0.24389262617277885,0.9634217848308214,0.03442392168265172,-0.18218669694277828,0.9826611832534482,0.038657173373148515,-0.17136108046407283,0.9844495939604951,52.7,54.5,54.9,57.6,60.6,63.4,62.4,64.1,0.87,0.86,0.88,0.9,-1.436,-0.925,-1.338,-1.056,149.8,115.8,108.8,106.4,95.0,63.9,27.0,27.5,54.8,51.9,81.7,78.9,4.232793427533045,-8.900152286558672,55.872738701495976,3.2352079384498085,-7.659560352140078,59.50429356473243,-1.8111666855930473,4.425784709084701,4.183223149452028,-3.7872001142340155,4.452458497808331,0.16031802657171687,0.10513832493789596,-0.24612285564638792,-0.9635193161310887,-0.11106237622137977,0.24389262617277885,0.9634217848308214,0.03442392168265172,-0.18218669694277828,0.9826611832534482,0.038657173373148515,-0.17136108046407283,0.9844495939604951
41,56.677676890054734,59.509935602474314,57.479392513566225,60.428519705191526,17.069245816818487,18.955407567385176,65.97993732471878,80.97726076185548,2.2376011767132007,3.6470353855564057,5.684049269875732,6.62265180050171,14.831644640105287,15.30837218182877,60.29588805484305,74.35460896135376,-4.677975333791715,-2.6799616023211703,55.035477907567085,-3.9648358389000706,-3.930837092869383,59.31140253224079,-0.4153698706890854,12.51971315064776,3.1406885648071667,-0.6120832495064237,10.945564615110815,-0.4356338644975003,-0.19498015094675233,0.23252449650551543,0.9528457898640462,0.18968484250855255,-0.23026661967305273,-0.9544615992206554,0.004655275286154988,0.21686879958485128,0.9761896599424909,0.0010957689398958487,0.21782638919551914,0.9759869176687117,55.9,56.6,50.0,52.0,57.9,63.2,66.1,70.5,0.97,0.9,0.76,0.74,0.334,1.079,-1.478,-1.452,52.0,75.2,62.7,90.3,37.2,59.9,2.4,15.9,14.8,15.3,60.3,74.4,-4.742037348905623,-2.7308571613189443,55.03478906877122,-4.052945450644937,-4.012079495862393,59.31349204080314,-0.40168871233368464,12.289895568850524,3.191679243741847,-0.5738132396602366,10.401351822691632,-0.31421628164544574,-0.19498015094675233,0.23252449650551543,0.9528457898640462,0.18968484250855255,-0.23026661967305273,-0.9544615992206554,0.004655275286154988,0.21686879958485128,0.9761896599424909,0.0010957689398958487,0.21782638919551914,0.9759869176687117
42,56.004210510324754,58.44054353383094,56.19648858744368,59.07105609283511,12.119308989585322,11.282396256548147,22.58136652840744,34.12571623441007,6.450203176161963,7.629660710832249,2.0046852948193603,1.3200916898473931,5.669105813423359,3.652735545715898,20.57668123358808,32.805624544562676,-0.5344447499889764,3.606473263954709,57.87625896305633,0.5169303660133586,5.191731069713175,61.41059227855945,2.1258136504376797,7.312602521656604,4.153135319012555,0.918398335553289,8.190807862890951,0.10078764014565185,0.20554075339608097,-0.08676623984676812,0.9747946544356019,0.20146870370453202,-0.09225083053697813,0.975141090146884,-0.3157526692081435,-0.06790617398886634,-0.9464084759881045,0.30843562682146947,0.0726401849054199,0.9484676418540346,47.4,48.7,54.0,58.2,66.2,70.4,58.6,60.1,0.72,0.69,0.92,0.97,0.839,0.792,0.887,0.003,6.6,19.2,31.1,43.1,0.9,15.5,10.5,10.3,5.7,3.7,20.6,32.8,-0.5329682759588463,3.5630892340546025,57.87208603831793,0.4504269224952281,5.192582412291826,61.42441273977641,2.179852292954692,7.340373244833562,4.1331136796721015,0.9553710970361935,8.18224266958575,0.08942031546097999,0.20554075339608097,-0.08676623984676812,0.9747946544356019,0.20146870370453202,-0.09225083053697813,0.975141090146884,-0.3157526692081435,-0.06790617398886634,-0.9464084759881045,0.30843562682146947,0.0726401849054199,0.9484676418540346
43,56.68652559129188,59.15390414217126,55.34747716956488,58.40496586831178,4.89988660884943,4.293537716005724,27.997402977413213,27.706558932483084,0.7009449111012266,1.4459722374477586,6.458695103912671,5.208964025433518,4.198941697748204,2.847565478557965,21.53870787350054,22.497594907049567,3.5607711774298307,-2.0540635700158125,56.76774180854814,1.3679638282769728,-1.535333190031022,59.58522230482183,-5.052924338735333,4.473526252543503,2.7808424712218476,-5.533959274175408,3.4882216207948042,-1.8347390778199495,0.3614436471986403,-0.1259323420494678,-0.9238503856824872,0.36488431630844415,-0.11524470883639581,-0.9238929011510659,0.024141760989917257,-0.10660198824016154,0.9940086475879123,-0.024723067236508543,0.11314568634440558,-0.9932707705394701,55.8,57.9,47.1,51.4,57.6,60.6,65.2,66.4,0.97,0.96,0.72,0.77,0.388,0.491,0.169,0.225,4.7,12.1,31.0,23.3,0.5,9.3,9.4,0.8,4.2,2.8,21.5,22.5,3.5597341022789437,-2.0529947939728603,56.76719037976371,1.3729970142571923,-1.5432593693117065,59.588198819572845,-5.072178840867101,4.459888813186402,2.7798475698556206,-5.605545367867649,3.4199085694615263,-1.8407389516193118,0.3614436471986403,-0.1259323420494678,-0.9238503856824872,0.36488431630844415,-0.11524470883639581,-0.9238929011510659,0.024141760989917257,-0.10660198824016154,0.9940086475879123,-0.024723067236508543,0.11314568634440558,-0.9932707705394701
44,55.62175876959367,57.66966113048617,57.47749862716368,59.71202267846107,15.403830034501024,42.27953682400581,49.256326126886755,57.60148637394928,2.640624427285197,2.927115401852278,2.852100106833665,2.695023722776143,12.763205607215827,39.35242142215353,46.40422602005309,54.906462651173136,2.0742277622329612,2.095806396962821,58.228826203796736,1.7535328695140717,-0.13903032474594573,62.10459512749316,2.11835108698579,8.289402148862166,5.118568616124678,4.230898124975511,9.923570526724074,1.0262210599315436,0.1803081007887717,0.049467856428215495,-0.9823654716908284,0.17809883155923,0.047057542347685,-0.9828867655561512,0.04876181774309225,0.07086712757272162,-0.9962931974875575,0.05740342853522295,0.08119097063248149,-0.9950441561459255,52.3,54.3,53.6,56.3,59.2,61.5,61.6,63.4,0.88,0.88,0.87,0.89,0.881,1.244,0.291,0.262,22.2,56.5,47.1,62.1,9.5,17.2,0.7,7.2,12.8,39.4,46.4,54.9,2.134118386494035,2.1070024647889585,58.240382605684324,1.7849093956344735,-0.16973641961585523,62.108810434307685,2.1378807342370916,8.069322909802084,5.103870049028513,4.201876816081986,9.799629435802915,1.0144338241272206,0.1803081007887717,0.049467856428215495,-0.9823654716908284,0.17809883155923,0.047057542347685,-0.9828867655561512,0.04876181774309225,0.07086712757272162,-0.9962931974875575,0.05740342853522295,0.08119097063248149,-0.9950441561459255
45,57.88036237266422,60.353351823351986,57.54270889766242,59.99138306944404,24.489531870319468,20.335341234610375,35.943664430748846,17.653868520316905,3.9064219869686694,2.227010153773941,3.122584831870567,4.236565999174664,20.583109883350797,18.108331080836436,32.82107959887828,13.417302521142243,9.965098200859767,1.0355594860056843,55.56222562571248,9.378588015946951,-0.13947699930749607,59.22917170993938,9.851725384122787,0.06169620792220523,3.4451905448291513,9.607416319882619,-0.22429263814566847,-0.7430793807447191,0.054068130200698186,0.2584343963263155,-0.9645145411511705,0.05404418690147201,0.25866017068453917,-0.9644553602752195,0.07260171779530884,-0.11441465632418635,0.9907766029693015,0.0833329323958006,-0.12265573205600999,0.9889444846765268,56.2,59.1,56.6,56.9,60.8,62.0,59.2,64.2,0.93,0.95,0.96,0.89,-0.251,0.228,-0.037,0.001,135.7,51.6,101.7,99.0,115.1,33.5,68.9,85.5,20.6,18.1,32.8,13.4,9.939964641780294,0.9071568979544617,55.526412199993416,9.404478457067453,-0.2878043109229248,59.19084215999505,9.701518322674644,-0.024531916426827824,3.4462397515525756,9.695243562280575,-0.32898812021798274,-0.7634651586748011,0.054068130200698186,0.2584343963263155,-0.9645145411511705,0.05404418690147201,0.25866017068453917,-0.9644553602752195,0.07260171779530884,-0.11441465632418635,0.9907766029693015,0.0833329323958006,-0.12265573205600999,0.9889444846765268
